SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200607,20060416,1,14,1,2.78,PRD0900038,CL00086,DEP00024,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1,PRD0900102,CL00108,DEP00037,G00010,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,1.14,PRD0900152,CL00043,DEP00011,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.95,PRD0900200,CL00144,DEP00051,G00015,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.35,PRD0900252,CL00096,DEP00030,G00008,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,2.15,PRD0900342,CL00140,DEP00049,G00014,D00003,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,1.46,PRD0900375,CL00041,DEP00011,G00004,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,3,2.64,PRD0900400,CL00073,DEP00021,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,1.01,PRD0900427,CL00036,DEP00009,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,0.54,PRD0900482,CL00108,DEP00037,G00010,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.42,PRD0900505,CL00111,DEP00039,G00010,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,0.83,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,2.31,PRD0900652,CL00050,DEP00013,G00005,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,1.14,PRD0900679,CL00041,DEP00011,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,0.4,PRD0900926,CL00103,DEP00035,G00010,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.19,PRD0900947,CL00079,DEP00022,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,1.19,PRD0900947,CL00079,DEP00022,G00007,D00002,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060415,7,11,1,1.46,PRD0901026,CL00068,DEP00019,G00007,D00002,CUST0000916536,MM,,9.94E+14,M,UM,Small Shop,Grocery,STORE00476,LS,E02
200607,20060416,1,14,1,0.8,PRD0901084,CL00039,DEP00010,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.92,PRD0901175,CL00049,DEP00012,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,3,5.19,PRD0901294,CL00033,DEP00008,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,0.99,PRD0901316,CL00044,DEP00011,G00004,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,0.79,PRD0901357,CL00105,DEP00036,G00010,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.05,PRD0901490,CL00073,DEP00021,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,1.82,PRD0901526,CL00073,DEP00021,G00007,D00002,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060413,5,17,1,1.88,PRD0901528,CL00197,DEP00067,G00021,D00005,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060416,1,14,1,1.1,PRD0901535,CL00064,DEP00019,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,1.95,PRD0901644,CL00103,DEP00035,G00010,D00003,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060415,7,16,1,1.33,PRD0901716,CL00096,DEP00030,G00008,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060415,7,16,3,3.78,PRD0901986,CL00152,DEP00052,G00015,D00003,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1,PRD0902029,CL00031,DEP00008,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.71,PRD0902043,CL00075,DEP00022,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,0.74,PRD0902044,CL00088,DEP00025,G00008,D00002,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060410,2,13,1,1.77,PRD0902124,CL00023,DEP00008,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,4,4.32,PRD0902153,CL00213,DEP00070,G00022,D00005,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,2.98,PRD0902236,CL00235,DEP00083,G00028,D00008,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,0.26,PRD0902268,CL00068,DEP00019,G00007,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,0.26,PRD0902268,CL00068,DEP00019,G00007,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,2.6,PRD0902369,CL00050,DEP00013,G00005,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060413,5,17,3,1.35,PRD0902494,CL00103,DEP00035,G00010,D00003,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060410,2,13,3,9.12,PRD0902514,CL00124,DEP00044,G00012,D00003,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,0.18,PRD0902540,CL00044,DEP00011,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060415,7,11,1,3.34,PRD0902547,CL00233,DEP00083,G00028,D00008,CUST0000916536,MM,,9.94E+14,M,UM,Small Shop,Grocery,STORE00476,LS,E02
200607,20060416,1,14,1,0.9,PRD0902560,CL00002,DEP00001,G00001,D00001,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.66,PRD0902699,CL00070,DEP00020,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.63,PRD0902907,CL00155,DEP00053,G00016,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,2.03,PRD0902944,CL00027,DEP00008,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,2.03,PRD0902944,CL00027,DEP00008,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,0.78,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,0.9,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,0.89,PRD0903057,CL00063,DEP00019,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,1.81,PRD0903081,CL00104,DEP00036,G00010,D00003,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060415,7,16,1,9.11,PRD0903107,CL00058,DEP00016,G00006,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.56,PRD0903206,CL00160,DEP00054,G00016,D00003,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,0.74,PRD0903275,CL00079,DEP00022,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.9,PRD0903300,CL00076,DEP00022,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060415,7,11,1,3.72,PRD0903355,CL00233,DEP00083,G00028,D00008,CUST0000916536,MM,,9.94E+14,M,UM,Small Shop,Grocery,STORE00476,LS,E02
200607,20060415,7,16,1,2.6,PRD0903389,CL00070,DEP00020,G00007,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,0.89,PRD0903435,CL00101,DEP00034,G00010,D00003,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,2.03,PRD0903712,CL00079,DEP00022,G00007,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,3,2.25,PRD0903788,CL00001,DEP00001,G00001,D00001,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,2.03,PRD0903830,CL00073,DEP00021,G00007,D00002,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060416,1,14,1,1.93,PRD0903867,CL00023,DEP00008,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060415,7,16,1,0.51,PRD0904066,CL00049,DEP00012,G00004,D00002,CUST0000102331,UM,OF,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,3,4.86,PRD0904199,CL00052,DEP00013,G00005,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,2.37,PRD0904211,CL00023,DEP00008,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060413,5,17,1,0.8,PRD0904313,CL00079,DEP00022,G00007,D00002,,,,9.94E+14,L,MM,Top Up,Mixed,STORE00476,LS,E02
200607,20060416,1,14,3,1.26,PRD0904520,CL00075,DEP00022,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,6.04,PRD0904674,CL00067,DEP00019,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,13,1,2.49,PRD0904774,CL00064,DEP00019,G00007,D00002,CUST0000597770,UM,OA,9.94E+14,L,UM,Top Up,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,2.09,PRD0904962,CL00078,DEP00022,G00007,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060416,1,14,1,1.49,PRD0904976,CL00040,DEP00010,G00004,D00002,CUST0000545821,MM,YF,9.94E+14,L,MM,Full Shop,Fresh,STORE00476,LS,E02
200607,20060410,2,12,1,0.5,PRD0900092,CL00138,DEP00048,G00013,D00003,CUST0000159899,UM,,9.94E+14,M,MM,Small Shop,Grocery,STORE00478,MS,E01
200607,20060410,2,12,1,0.43,PRD0901285,CL00135,DEP00048,G00013,D00003,CUST0000159899,UM,,9.94E+14,M,MM,Small Shop,Grocery,STORE00478,MS,E01
200607,20060414,6,13,1,0.83,PRD0902242,CL00202,DEP00067,G00021,D00005,,,,9.94E+14,M,LA,Small Shop,Nonfood,STORE00478,MS,E01
200607,20060414,6,13,3,1.05,PRD0903298,CL00201,DEP00067,G00021,D00005,,,,9.94E+14,M,LA,Small Shop,Nonfood,STORE00478,MS,E01
200607,20060410,2,12,1,0.74,PRD0903907,CL00162,DEP00055,G00016,D00003,CUST0000159899,UM,,9.94E+14,M,MM,Small Shop,Grocery,STORE00478,MS,E01
200607,20060414,6,13,1,0.28,PRD0904431,CL00160,DEP00054,G00016,D00003,,,,9.94E+14,M,LA,Small Shop,Nonfood,STORE00478,MS,E01
200607,20060414,6,13,1,1.24,PRD0904447,CL00096,DEP00030,G00008,D00002,,,,9.94E+14,M,LA,Small Shop,Nonfood,STORE00478,MS,E01
200607,20060415,7,14,1,0.52,PRD0900012,CL00075,DEP00022,G00007,D00002,CUST0000436863,MM,YA,9.94E+14,S,MM,Small Shop,Fresh,STORE00479,LS,W01
200607,20060411,3,20,1,0.51,PRD0900939,CL00151,DEP00052,G00015,D00003,,,,9.94E+14,M,LA,Small Shop,Fresh,STORE00479,LS,W01
200607,20060411,3,20,1,1.9,PRD0901056,CL00020,DEP00005,G00003,D00001,,,,9.94E+14,M,LA,Small Shop,Fresh,STORE00479,LS,W01
200607,20060412,4,13,1,1.49,PRD0901286,CL00197,DEP00067,G00021,D00005,CUST0000707875,LA,OA,9.94E+14,S,MM,Small Shop,Nonfood,STORE00479,LS,W01
200607,20060416,1,12,1,0.79,PRD0901541,CL00140,DEP00049,G00014,D00003,,,,9.94E+14,L,MM,Top Up,Grocery,STORE00479,LS,W01
200607,20060416,1,12,6,19.26,PRD0901983,CL00154,DEP00052,G00015,D00003,,,,9.94E+14,L,MM,Top Up,Grocery,STORE00479,LS,W01
200607,20060412,4,10,1,1.94,PRD0902041,CL00013,DEP00004,G00003,D00001,CUST0000205547,UM,YA,9.94E+14,S,MM,Small Shop,Fresh,STORE00479,LS,W01
200607,20060414,6,21,1,5.77,PRD0902148,CL00225,DEP00077,G00024,D00006,,,,9.94E+14,S,XX,XX,XX,STORE00479,LS,W01
200607,20060411,3,20,3,4.89,PRD0902672,CL00075,DEP00022,G00007,D00002,,,,9.94E+14,M,LA,Small Shop,Fresh,STORE00479,LS,W01
200607,20060415,7,13,1,0.83,PRD0902764,CL00248,DEP00089,G00030,D00009,CUST0000785295,UM,,9.94E+14,S,MM,Small Shop,Grocery,STORE00479,LS,W01
200607,20060414,6,21,1,4.08,PRD0902817,CL00225,DEP00077,G00024,D00006,,,,9.94E+14,S,XX,XX,XX,STORE00479,LS,W01
200607,20060416,1,12,3,6.18,PRD0903618,CL00163,DEP00055,G00016,D00003,,,,9.94E+14,L,MM,Top Up,Grocery,STORE00479,LS,W01
200607,20060415,7,14,1,0.75,PRD0904335,CL00020,DEP00005,G00003,D00001,CUST0000436863,MM,YA,9.94E+14,S,MM,Small Shop,Fresh,STORE00479,LS,W01
200607,20060414,6,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94E+14,M,MM,Small Shop,Grocery,STORE00485,MS,S03
200607,20060413,5,10,1,0.61,PRD0900218,CL00157,DEP00053,G00016,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,1.7,PRD0900416,CL00140,DEP00049,G00014,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,2.31,PRD0900652,CL00050,DEP00013,G00005,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,2.06,PRD0900772,CL00073,DEP00021,G00007,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,4,4.76,PRD0900947,CL00079,DEP00022,G00007,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,0.77,PRD0901211,CL00093,DEP00028,G00008,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,3,6.06,PRD0901216,CL00091,DEP00026,G00008,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,1.07,PRD0901233,CL00122,DEP00044,G00012,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,3,6.09,PRD0901825,CL00129,DEP00046,G00013,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,0.37,PRD0901837,CL00157,DEP00053,G00016,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,1.42,PRD0901977,CL00198,DEP00067,G00021,D00005,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,1.63,PRD0902090,CL00208,DEP00069,G00022,D00005,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,6,6.12,PRD0902228,CL00165,DEP00055,G00016,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060414,6,18,3,2.73,PRD0902347,CL00163,DEP00055,G00016,D00003,,,,9.94E+14,M,MM,Small Shop,Grocery,STORE00485,MS,S03
200607,20060413,5,10,1,0.68,PRD0902495,CL00088,DEP00025,G00008,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,3.31,PRD0902590,CL00144,DEP00051,G00015,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,3,11.13,PRD0902765,CL00059,DEP00016,G00006,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,2.29,PRD0902769,CL00198,DEP00067,G00021,D00005,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,1.1,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,0.54,PRD0903106,CL00156,DEP00053,G00016,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,3,1.05,PRD0903218,CL00214,DEP00071,G00022,D00005,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,6,4.32,PRD0903338,CL00075,DEP00022,G00007,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,4.08,PRD0903743,CL00189,DEP00062,G00018,D00004,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,0.84,PRD0903938,CL00001,DEP00001,G00001,D00001,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,1.08,PRD0904149,CL00114,DEP00041,G00011,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,2.26,PRD0904264,CL00202,DEP00067,G00021,D00005,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,0.52,PRD0904467,CL00092,DEP00027,G00008,D00002,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060413,5,10,1,0.63,PRD0904547,CL00155,DEP00053,G00016,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060414,6,18,3,1.41,PRD0904606,CL00154,DEP00052,G00015,D00003,,,,9.94E+14,M,MM,Small Shop,Grocery,STORE00485,MS,S03
200607,20060413,5,10,1,3.03,PRD0904710,CL00145,DEP00051,G00015,D00003,CUST0000389267,LA,OF,9.94E+14,L,MM,Full Shop,Mixed,STORE00485,MS,S03
200607,20060412,4,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000027294,XX,OF,9.94E+14,L,MM,Top Up,Mixed,STORE00488,MS,N03
200607,20060411,3,12,1,0.85,PRD0900254,CL00001,DEP00001,G00001,D00001,CUST0000649759,MM,OT,9.94E+14,S,MM,Small Shop,Fresh,STORE00488,MS,N03
200607,20060412,4,20,1,2.52,PRD0900271,CL00209,DEP00069,G00022,D00005,CUST0000027294,XX,OF,9.94E+14,L,MM,Top Up,Mixed,STORE00488,MS,N03
200607,20060411,3,19,1,1.07,PRD0900310,CL00159,DEP00054,G00016,D00003,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060411,3,19,1,3.5,PRD0900357,CL00231,DEP00081,G00027,D00008,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060412,4,20,3,0.99,PRD0900661,CL00116,DEP00042,G00011,D00003,CUST0000027294,XX,OF,9.94E+14,L,MM,Top Up,Mixed,STORE00488,MS,N03
200607,20060412,4,20,1,1.19,PRD0900947,CL00079,DEP00022,G00007,D00002,CUST0000027294,XX,OF,9.94E+14,L,MM,Top Up,Mixed,STORE00488,MS,N03
200607,20060411,3,19,1,0.35,PRD0900962,CL00164,DEP00055,G00016,D00003,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060412,4,20,3,1.2,PRD0901876,CL00110,DEP00039,G00010,D00003,CUST0000027294,XX,OF,9.94E+14,L,MM,Top Up,Mixed,STORE00488,MS,N03
200607,20060411,3,19,1,0.54,PRD0902140,CL00161,DEP00054,G00016,D00003,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060411,3,19,1,0.78,PRD0902221,CL00155,DEP00053,G00016,D00003,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060411,3,19,1,0.62,PRD0903399,CL00157,DEP00053,G00016,D00003,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060411,3,19,1,0.87,PRD0903809,CL00162,DEP00055,G00016,D00003,CUST0000260311,UM,OT,9.94E+14,M,MM,Small Shop,Grocery,STORE00488,MS,N03
200607,20060412,4,20,1,2.66,PRD0904316,CL00209,DEP00069,G00022,D00005,CUST0000027294,XX,OF,9.94E+14,L,MM,Top Up,Mixed,STORE00488,MS,N03
200607,20060411,3,12,1,0.36,PRD0904505,CL00163,DEP00055,G00016,D00003,CUST0000649759,MM,OT,9.94E+14,S,MM,Small Shop,Fresh,STORE00488,MS,N03
200607,20060410,2,14,1,0.49,PRD0900312,CL00067,DEP00019,G00007,D00002,,,,9.94E+14,M,LA,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,18,3,2.58,PRD0900912,CL00006,DEP00002,G00001,D00001,CUST0000504497,MM,YF,9.94E+14,M,UM,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,14,1,0.84,PRD0901212,CL00043,DEP00011,G00004,D00002,,,,9.94E+14,M,LA,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,14,1,0.24,PRD0901873,CL00103,DEP00035,G00010,D00003,,,,9.94E+14,M,LA,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,18,1,3.32,PRD0902444,CL00195,DEP00067,G00021,D00005,CUST0000504497,MM,YF,9.94E+14,M,UM,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,14,1,1.87,PRD0902650,CL00144,DEP00051,G00015,D00003,,,,9.94E+14,M,LA,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,14,1,0.69,PRD0903336,CL00074,DEP00021,G00007,D00002,,,,9.94E+14,M,LA,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,18,1,0.57,PRD0903717,CL00131,DEP00047,G00013,D00003,CUST0000504497,MM,YF,9.94E+14,M,UM,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,18,1,2.49,PRD0904250,CL00045,DEP00011,G00004,D00002,CUST0000504497,MM,YF,9.94E+14,M,UM,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,14,1,1.7,PRD0904535,CL00074,DEP00021,G00007,D00002,,,,9.94E+14,M,LA,Top Up,Fresh,STORE00491,SS,W02
200607,20060410,2,18,1,1.25,PRD0904945,CL00001,DEP00001,G00001,D00001,CUST0000504497,MM,YF,9.94E+14,M,UM,Top Up,Fresh,STORE00491,SS,W02
200607,20060413,5,18,3,1.65,PRD0900035,CL00113,DEP00040,G00011,D00003,CUST0000425801,UM,PE,9.94E+14,L,MM,Top Up,Mixed,STORE00494,MS,E01
200607,20060413,5,18,4,1.64,PRD0900407,CL00028,DEP00008,G00004,D00002,CUST0000425801,UM,PE,9.94E+14,L,MM,Top Up,Mixed,STORE00494,MS,E01
200607,20060413,5,18,1,0.66,PRD0900488,CL00007,DEP00003,G00002,D00001,CUST0000425801,UM,PE,9.94E+14,L,MM,Top Up,Mixed,STORE00494,MS,E01
200607,20060412,4,10,1,1.07,PRD0901265,CL00030,DEP00008,G00004,D00002,CUST0000235779,UM,PE,9.94E+14,S,MM,Small Shop,Fresh,STORE00494,MS,E01
